"","SubjectID","age.tested","age.tested.c","towre.w.ipm","towre.w.ipm.cs","towre.nw.ipm","towre.nw.ipm.t","wj3.wid.raw","wj3.wid.t","wj3.watt.raw","wj3.watt.t","ppvt.raw","ppvt.t","wasi.matr.raw","wasi.matr.t","wj3.rcomp.raw","wj3.rcomp.t","decode","Pred","stdPred","resid","CI_group"
"22","35",21.55,1.699564586,98.67,-1.029402736,16,-2.386736146,53,-1.958344773,11,-2.162003537,180,-0.981662485,9,-2.175313416,35,-0.502320313,-1.88412179798105,-1.43086889237773,-1.74212530088905,0.928548579377732,"EPC"
"23","36",17.19,-2.660435414,126.67,0.480714241,85.12,1.088711023,71,0.549087282,30,0.667255005,193,-0.349510156,17,-0.903974275,34,-0.714855583,0.696441887713463,-0.157641611464835,-0.191933335937715,-0.557213971535163,"UPC"
"24","37",22.3,2.449564586,118.67,0.049252248,77.33,0.605078838,75,1.41646007,31,1.09549979,209,0.668454285,21,0.053831952,37,-0.063771287,0.791572736457608,0.610473574943298,0.743269677677607,-0.674244861943296,"UPC"
"25","40",16.63,-3.220435414,122.67,0.264983244,60,-0.399879622,63,-0.816650502,24,-1.085442292,178,-1.06546898,15,-1.30080831,32,-1.126291415,-0.509247293003686,-0.826857446125664,-1.00672345649309,-0.299433968874336,"EPC"
"26","41",23.17,3.319564586,106.67,-0.597940743,77.33,0.605078838,70,0.352641611,30,0.667255005,205,0.386326069,21,0.053831952,42,1.109884717,0.256758677712992,0.322466870613937,0.392612975927252,0.787417846386064,"UGC"
"27","42",21.09,1.239564586,121.3333333,0.192893134,70.67,0.206837223,65,-0.517363198,29,0.283170289,183,-0.849543905,23,0.616530895,32,-1.126291415,0.0413843619738699,-0.355457340878908,-0.432779851619358,-0.770834074121091,"UPC"
"28","43",18.94,-0.910435414,114.67,-0.166478749,70.67,0.206837223,65,-0.517363198,27,-0.365597421,193,-0.349510156,17,-0.903974275,33,-0.922856738,-0.210650536268351,-0.390014217102086,-0.474853873012128,-0.532842520897914,"UPC"
"31","50",18.92,-0.930435414,168.65,2.744811052,105.45,2.434424177,74,1.18696091,32,1.571361153,213,0.97061074,22,0.328114835,37,-0.063771287,1.98438932295009,1.00557535045803,1.22431780390201,-1.06934663745803,"UPC"
"36","56",18.67,-1.180435414,173.33,2.997216318,88.5,1.304277502,76,1.654750487,29,0.283170289,220,1.550624395,24,0.919173977,45,1.8660181,1.55985364897361,1.33459435612337,1.62490819851953,0.531423743876631,"UGC"
"41","68",22.82,2.969564586,141.82,1.297795391,90,1.40102096,72,0.753484457,31,1.09549979,208,0.596083262,23,0.616530895,38,0.162183131,1.13695014945817,0.776196827468885,0.945042651224458,-0.614013696468883,"UPC"
"43","70",24.9,5.049564586,125.33,0.408444357,81.33,0.851076664,70,0.352641611,30,0.667255005,193,-0.349510156,19,-0.452727525,33,-0.922856738,0.569854409214744,-0.00566826150796135,-0.00690127644479638,-0.917188476492036,"UPC"
"47","76",18.16,-1.690435414,116,-0.094748193,79.43,0.733604132,63,-0.816650502,32,1.571361153,154,-1.83939087,16,-1.109133369,32,-1.126291415,0.348391647453122,-0.90660373305721,-1.10381692526275,-0.219687681942788,"EPC"
"49","78",19.8,-0.050435414,88,-1.60486517,48,-1.031821158,61,-1.090377422,28,-0.06006099,151,-1.910245248,16,-1.109133369,30,-1.519325758,-0.946781185019659,-1.33281460057089,-1.62274129336215,-0.186511157429113,"EPC"
"51","80",20.66,0.809564586,106.67,-0.597940743,53.33,-0.758110338,55,-1.772627754,16,-1.999626457,166,-1.5021797,16,-1.109133369,29,-1.708854315,-1.28207632299062,-1.25439683208814,-1.5272653351937,-0.45445748291186,"EPC"
"52","81",19.36,-0.490435414,90.67,-1.46086473,46.67,-1.098294039,60,-1.21811453,26,-0.636451412,171,-1.333387148,16,-1.109133369,36,-0.285282158,-1.10343117776084,-1.12043061312634,-1.36415749158812,0.835148455126336,"EPC"
"53","83",23.83,3.979564586,138.67,1.127907231,89.6,1.375158554,75,1.41646007,30,0.667255005,218,1.378008433,25,1.236134677,43,1.357650474,1.14669521496272,1.3525910105958,1.64681965892994,0.00505946340419716,"EAC"
"54","84",21.01,1.159564586,96,-1.173403176,36,-1.603161109,59,-1.340007112,19,-1.784567601,180,-0.981662485,13,-1.64421882,36,-0.285282158,-1.47528474949153,-1.1768036280969,-1.4327933087415,0.891521470096895,"EPC"
"57","87",22.56,2.709564586,124,0.336713801,53.33,-0.758110338,69,0.163943594,25,-0.875491098,213,0.97061074,27,1.913356464,43,1.357650474,-0.283236010255855,0.857214364410139,1.04368390457274,0.500436109589863,"UGC"
"58","88",22.61,2.759564586,133.33,0.839906351,74.67,0.444292033,74,1.18696091,32,1.571361153,218,1.378008433,22,0.328114835,39,0.392552867,1.01063011170463,1.11495416569337,1.35748975446856,-0.722401298693364,"UPC"
"59","89",17.37,-2.480435414,110.67,-0.382209746,61.33,-0.326455533,60,-1.21811453,27,-0.365597421,180,-0.981662485,14,-1.479125651,36,-0.285282158,-0.573094307515276,-0.824755485651007,-1.00416425729331,0.539473327651007,"EPC"
"60","90",20.5,0.649564586,105.33,-0.670210627,56,-0.616746975,67,-0.191012637,22,-1.42828288,192,-0.403876086,22,0.328114835,36,-0.285282158,-0.726563279751564,-0.357219448932652,-0.434925270420258,0.0719372909326516,"EAC"
"63","94",22.08,2.229564586,154.5,1.981662651,76.36,0.546183548,74,1.18696091,30,0.667255005,219,1.463610119,23,0.616530895,39,0.392552867,1.09551552846987,1.22551726131246,1.49210360151555,-0.832964394312457,"UPC"
"64","95",23.31,3.459564586,155.77,2.050157242,90,1.40102096,72,0.753484457,30,0.667255005,206,0.45503442,23,0.616530895,36,-0.285282158,1.21797941596628,0.737345873807955,0.897740463234353,-1.02262803180795,"UPC"
"65","97",20.24,0.389564586,125.33,0.408444357,74.67,0.444292033,73,0.966039424,29,0.283170289,210,0.742076925,25,1.236134677,37,-0.063771287,0.525486525721231,0.735142152441865,0.895057367132096,-0.798913439441864,"UPC"
"66","98",22.16,2.309564586,106.67,-0.597940743,66.67,-0.025265026,63,-0.816650502,28,-0.06006099,190,-0.509606741,17,-0.903974275,35,-0.502320313,-0.374979315272205,-0.494079371121509,-0.601556283501374,-0.00824094187849037,"EAC"
"67","99",23.9,4.049564586,117.33,-0.023017636,69.33,0.12847793,64,-0.670294899,30,0.667255005,158,-1.736918429,14,-1.479125651,30,-1.519325758,0.0256050999685947,-1.03120685244919,-1.25552491753168,-0.488118905550805,"EPC"
"69","101",24.35,4.499564586,108,-0.526210186,29.33,-1.890640673,48,-2.34381212,0,-2.20725162,184,-0.803745937,19,-0.452727525,27,-2.073745419,-1.74197864973094,-0.944244383775138,-1.14964553353498,-1.12950103522486,"EPC"
"73","108",21.86,2.009564586,89.33,-1.533134614,21.33,-2.202354732,55,-1.772627754,26,-0.636451412,153,-1.863564532,20,-0.20641511,36,-0.285282158,-1.53614212800459,-1.35174808647187,-1.64579337381332,1.06646592847187,"EPC"
"74","110",17.96,-1.890435414,129.33,0.624175354,76,0.524401914,71,0.549087282,30,0.667255005,204,0.318808273,18,-0.685210621,43,1.357650474,0.591229888716801,0.155611235994793,0.189461293607033,1.20203923800521,"UGC"
"76","112",23.62,3.769564586,117.33,-0.023017636,65.33,-0.101790656,70,0.352641611,31,1.09549979,204,0.318808273,25,1.236134677,42,1.109884717,0.330833277212512,0.530340952251093,0.645705833664723,0.579543764748909,"UGC"
"77","113",19.64,-0.210435414,147.25,1.590650219,89.42,1.363535662,76,1.654750487,30,0.667255005,222,1.728957879,21,0.053831952,40,0.62731058,1.31904784321384,1.23473374915702,1.50332494872975,-0.607423169157016,"UPC"
"79","115",22.14,2.289564586,98.67,-1.029402736,18.67,-2.296928754,52,-2.04413141,19,-1.784567601,130,-2.283342777,18,-0.685210621,29,-1.708854315,-1.78875762523654,-1.6833144902903,-2.04948530121107,-0.0255398247097029,"EPC"
"81","118",21.35,1.499564586,137.33,1.055637347,74.67,0.444292033,74,1.18696091,28,-0.06006099,216,1.210976399,19,-0.452727525,43,1.357650474,0.656707324977551,0.731433684011332,0.890542196864016,0.626216789988669,"UGC"
"85","122",23.2,3.349564586,112,-0.31047919,72,0.285205615,72,0.753484457,30,0.667255005,209,0.668454285,27,1.913356464,41,0.866429766,0.348866471714945,0.842004308259575,1.02516521024021,0.0244254577404265,"EAC"
"87","124",20.42,0.569564586,151.13,1.799909286,77.33,0.605078838,73,0.966039424,32,1.571361153,213,0.97061074,23,0.616530895,44,1.609702791,1.23559717520699,0.931918476211203,1.13463837562351,0.6777843147888,"UGC"
"90","127",20.56,0.709564586,148.11,1.637032383,91.29,1.484743147,76,1.654750487,30,0.667255005,205,0.386326069,27,1.913356464,43,1.357650474,1.36094525546335,0.798176382451748,0.971803411096968,0.559474091548254,"UGC"
"91","128",19.22,-0.630435414,155.51,2.036134727,100.61,2.103623368,74,1.18696091,28,-0.06006099,215,1.129513136,22,0.328114835,41,0.866429766,1.31666450372194,0.948878533196872,1.15528774785927,-0.0824487671968691,"EAC"
"104","145",23.18,3.329564586,101.33,-0.885941623,77.33,0.605078838,75,1.41646007,31,1.09549979,217,1.293802699,22,0.328114835,46,2.126573476,0.557774268704802,0.941775422655038,1.14663950017154,1.18479805334496,"UGC"
"107","148",21.72,1.869564586,110.67,-0.382209746,64,-0.177123521,66,-0.357666301,28,-0.06006099,191,-0.45723712,18,-0.685210621,35,-0.502320313,-0.244265139521413,-0.396776510779454,-0.483087166062354,-0.105543802220545,"EAC"
"110","152",16.18,-3.670435414,112,-0.31047919,81.61,0.868482809,76,1.654750487,30,0.667255005,220,1.550624395,24,0.919173977,42,1.109884717,0.720002277710687,1.12094246566587,1.36478068723466,-0.0110577486658695,"EAC"
"111","153",22.76,2.909564586,138.67,1.127907231,74.67,0.444292033,69,0.163943594,29,0.283170289,206,0.45503442,21,0.053831952,42,1.109884717,0.504828286724504,0.424152785813583,0.516418592610388,0.685731931186418,"UGC"
"112","154",16.69,-3.160435414,117.33,-0.023017636,66.67,-0.025265026,63,-0.816650502,27,-0.365597421,194,-0.29412573,16,-1.109133369,31,-1.325126042,-0.307632646266308,-0.428227992212984,-0.521380277225599,-0.896898049787016,"UPC"
"113","155",20.39,0.539564586,112,-0.31047919,50.67,-0.896150701,57,-1.566962831,19,-1.784567601,85,-2.608505026,7,-2.365674841,35,-0.502320313,-1.13954008074227,-1.76598542251302,-2.15013961233674,1.26366510951302,"EPC"
"114","157",18.45,-1.400435414,159.88,2.271820841,80,0.768728188,73,0.966039424,31,1.09549979,204,0.318808273,24,0.919173977,43,1.357650474,1.27552206071406,0.534780264851982,0.651110828379313,0.82287020914802,"UGC"
"117","160",23.38,3.529564586,141.82,1.297795391,77.33,0.605078838,75,1.41646007,28,-0.06006099,208,0.596083262,24,0.919173977,43,1.357650474,0.81481832722713,0.751375331319455,0.914821743719767,0.606275142680547,"UGC"
"120","163",21.66,1.809564586,112,-0.31047919,41.33,-1.357471503,59,-1.340007112,17,-1.94064961,169,-1.403060569,18,-0.685210621,36,-0.285282158,-1.23715185373808,-1.13342724030969,-1.3799812705262,0.848145082309688,"EPC"
"122","165",23.93,4.079564586,125.33,0.408444357,93.85,1.652304876,74,1.18696091,30,0.667255005,208,0.596083262,26,1.567500578,44,1.609702791,0.978741286959456,0.916871623323135,1.11631838610195,0.692831167676866,"UGC"
"123","166",24.15,4.299564586,116,-0.094748193,34.67,-1.662321893,56,-1.672371765,15,-2.047989792,160,-1.682078949,20,-0.20641511,34,-0.714855583,-1.36935791073393,-1.16814964162945,-1.42225682363178,0.453294058629447,"EPC"
"124","167",24.69,4.839564586,110.67,-0.382209746,64,-0.177123521,71,0.549087282,27,-0.365597421,228,2.299628726,23,0.616530895,40,0.62731058,-0.0939608515185024,1.30889687166823,1.5936207492801,-0.681586291668229,"UPC"
"125","168",24.16,4.309564586,118.67,0.049252248,73.33,0.364159236,74,1.18696091,30,0.667255005,197,-0.121723812,15,-1.30080831,40,0.62731058,0.566906849715015,-0.0421528212764716,-0.0513223097086921,0.669463401276474,"UGC"
"126","169",20.55,0.699564586,117.33,-0.023017636,74.67,0.444292033,69,0.163943594,30,0.667255005,201,0.123249075,15,-1.30080831,40,0.62731058,0.313118248965808,-0.0595964681948273,-0.0725604670256598,0.686907048194829,"UGC"
"128","171",21.86,2.009564586,85.33333333,-1.748685835,74.67,0.444292033,57,-1.566962831,23,-1.268890484,167,-1.469844157,15,-1.30080831,32,-1.126291415,-1.03506177926053,-1.19847755517924,-1.45918195758345,0.0721861401792405,"EPC"
"129","172",24.08,4.229564586,134.67,0.912176234,58.67,-0.472652869,73,0.966039424,31,1.09549979,218,1.378008433,25,1.236134677,42,1.109884717,0.625265644716376,1.20029660717217,1.46139670732219,-0.0904118901721636,"EAC"
"130","174",20.05,0.199564586,129.33,0.624175354,76,0.524401914,72,0.753484457,29,0.283170289,201,0.123249075,21,0.053831952,41,0.866429766,0.546308003471761,0.196308507766326,0.239011428639042,0.670121258233675,"UGC"
"132","177",24.19,4.339564586,133.33,0.839906351,68,0.051303916,73,0.966039424,31,1.09549979,208,0.596083262,18,-0.685210621,36,-0.285282158,0.738187370213459,0.482035970067396,0.586893085641768,-0.767318128067394,"UPC"
"133","178",16.04,-3.810435414,106.67,-0.597940743,65.33,-0.101790656,74,1.18696091,31,1.09549979,212,0.893139414,22,0.328114835,44,1.609702791,0.395682325209627,0.536714912604146,0.65346631937874,1.07298787839586,"UGC"
"134","180",18.97,-0.880435414,117.33,-0.023017636,66.67,-0.025265026,60,-1.21811453,26,-0.636451412,167,-1.469844157,19,-0.452727525,33,-0.922856738,-0.475712151012052,-0.958794946031334,-1.16736127449751,0.0359382080313349,"EPC"
"135","181",17.19,-2.660435414,101.33,-0.885941623,54.67,-0.687510039,66,-0.357666301,26,-0.636451412,190,-0.509606741,12,-1.796228991,37,-0.063771287,-0.641892343762425,-0.685731280749518,-0.834898165839854,0.621959993749518,"UGC"
"137","183",22.45,2.599564586,168.65,2.744811052,81.82,0.88155324,71,0.549087282,32,1.571361153,217,1.293802699,21,0.053831952,42,1.109884717,1.43670318170898,1.1484932853873,1.39832462711109,-0.0386085683872936,"EAC"
"138","184",21.6,1.749564586,148.57,1.661841448,91.58,1.503630532,76,1.654750487,29,0.283170289,222,1.728957879,26,1.567500578,44,1.609702791,1.27584818896858,1.59971848659134,1.94770468813879,0.00998430440866201,"EAC"
"139","185",20.45,0.599564586,141.82,1.297795391,77.33,0.605078838,76,1.654750487,30,0.667255005,211,0.816966741,22,0.328114835,44,1.609702791,1.05621993021687,0.754394128868503,0.918497219241304,0.8553086621315,"UGC"
"140","186",18.69,-1.160435414,140.45,1.223907525,97.06,1.865032329,74,1.18696091,32,1.571361153,210,0.742076925,23,0.616530895,43,1.357650474,1.46181547919846,0.79126812936829,0.963392408142218,0.566382344631712,"UGC"
"142","188",19.34,-0.510435414,132,0.768175794,66.67,-0.025265026,75,1.41646007,31,1.09549979,222,1.728957879,24,0.919173977,43,1.357650474,0.813717656963012,1.30410600666756,1.58778772909545,0.0535444673324434,"EAC"
"143","189",22.95,3.099564586,126.67,0.480714241,89.76,1.385497933,74,1.18696091,32,1.571361153,223,1.820310973,25,1.236134677,46,2.126573476,1.1561335591987,1.58786471290804,1.93327236722195,0.538708763091966,"UGC"
"148","201",22.88,3.029564586,106.67,-0.597940743,62.67,-0.25182955,66,-0.357666301,25,-0.875491098,191,-0.45723712,16,-1.109133369,38,0.162183131,-0.520731923010542,-0.550894265243951,-0.670730101623636,0.713077396243951,"UGC"
"149","202",22.84,2.989564586,109.33,-0.45447963,28,-1.945098992,58,-1.456231828,20,-1.684010355,176,-1.14597072,20,-0.20641511,29,-1.708854315,-1.38495520123882,-0.953753071841171,-1.16122264318238,-0.755101243158829,"EPC"
"150","203",20.92,1.069564586,129.33,0.624175354,66.67,-0.025265026,68,-0.017208171,29,0.283170289,215,1.129513136,20,-0.20641511,45,1.8660181,0.216218111475664,0.598875752481229,0.729148984961424,1.26714234751877,"UGC"
"152","205",17.07,-2.780435414,88,-1.60486517,32,-1.778368566,58,-1.456231828,19,-1.784567601,152,-1.887179529,8,-2.276600906,32,-1.126291415,-1.65600829124176,-1.53255206182991,-1.86592757454323,0.406260646829908,"EPC"
"155","209",22.44,2.589564586,113.33,-0.238748633,64,-0.177123521,67,-0.191012637,27,-0.365597421,197,-0.121723812,22,0.328114835,37,-0.063771287,-0.243120553017043,-0.046504416856003,-0.0566205063490206,-0.0172668701439962,"EAC"
"156","210",24.1,4.249564586,77.33,-2.180327604,4,-2.710230793,45,-2.527170305,9,-2.186870108,148,-1.976239132,6,-2.442757256,26,-2.249027569,-2.4011497024817,-2.16959364017461,-2.64154458408595,-0.0794339288253941,"EPC"
"158","213",16.85,-3.000435414,120,0.120982804,65.33,-0.101790656,63,-0.816650502,27,-0.365597421,167,-1.469844157,14,-1.479125651,36,-0.285282158,-0.290763943765482,-0.929560368071759,-1.13176730904368,0.64427821007176,"EPC"
"159","214",20.63,0.779564586,121.33,0.19271336,66.67,-0.025265026,75,1.41646007,29,0.283170289,213,0.97061074,24,0.919173977,43,1.357650474,0.466769673222376,0.804946136413401,0.980045787264503,0.5527043375866,"UGC"
"160","215",22.35,2.499564586,126.67,0.480714241,69.33,0.12847793,68,-0.017208171,24,-1.085442292,198,-0.062127169,18,-0.685210621,29,-1.708854315,-0.123364573006873,-0.163892687378936,-0.199544206203856,-1.54496162762106,"UPC"
"161","216",16.95,-2.900435414,109.33,-0.45447963,77.33,0.605078838,69,0.163943594,31,1.09549979,204,0.318808273,20,-0.20641511,35,-0.502320313,0.352510647957838,0.144238435838569,0.175614572219995,-0.646558748838568,"UPC"
"162","217",23.23,3.379564586,120,0.120982804,61.33,-0.326455533,61,-1.090377422,25,-0.875491098,176,-1.14597072,17,-0.903974275,37,-0.063771287,-0.542835312256982,-0.838249279322929,-1.02059335117192,0.77447799232293,"EPC"
"163","218",22.4,2.549564586,138.67,1.127907231,77.73,0.629452628,73,0.966039424,32,1.571361153,217,1.293802699,22,0.328114835,42,1.109884717,1.07369010895485,1.08187489762195,1.31721476481078,0.0280098193780474,"EAC"
"166","221",18.02,-1.830435414,121.33,0.19271336,69.33,0.12847793,74,1.18696091,29,0.283170289,216,1.210976399,19,-0.452727525,40,0.62731058,0.447830622221903,0.590035384561395,0.718385574907319,0.0372751954386058,"EAC"
"168","224",21.88,2.029564586,120,0.120982804,73.33,0.364159236,62,-0.95661663,28,-0.06006099,116,-2.437412687,13,-1.64421882,29,-1.708854315,-0.13288389502186,-1.37770860290791,-1.67740107228823,-0.331145712092087,"EPC"
"169","225",18.46,-1.390435414,113.33,-0.238748633,76,0.524401914,76,1.654750487,30,0.667255005,215,1.129513136,25,1.236134677,45,1.8660181,0.651914693212675,0.961003158701234,1.17004983889885,0.905014941298767,"UGC"
"172","228",20.73,0.879564586,117.33,-0.023017636,64,-0.177123521,69,0.163943594,29,0.283170289,193,-0.349510156,24,0.919173977,43,1.357650474,0.0617431814742532,-0.0446603435602563,-0.0543752924357606,1.40231081756026,"UGC"
"174","230",22.61,2.759564586,124,0.336713801,52,-0.82748417,72,0.753484457,31,1.09549979,199,-0.001442346,24,0.919173977,36,-0.285282158,0.339553469466773,0.274397387135827,0.334086954560745,-0.559679545135826,"UPC"
"177","233",21.52,1.669564586,116,-0.094748193,98.31,1.948647675,74,1.18696091,30,0.667255005,208,0.596083262,20,-0.20641511,40,0.62731058,0.927028849206419,0.548522723244396,0.667842678927885,0.0787878567556059,"EAC"
"178","234",20.18,0.329564586,97.33,-1.10167262,61.33,-0.326455533,70,0.352641611,31,1.09549979,205,0.386326069,15,-1.30080831,43,1.357650474,0.00500331196043366,-0.0460710345983307,-0.0560928506007756,1.40372150859833,"UGC"
"179","235",20.93,1.079564586,121.33,0.19271336,58.67,-0.472652869,74,1.18696091,28,-0.06006099,208,0.596083262,20,-0.20641511,39,0.392552867,0.211740102729687,0.326593748396857,0.397637571987455,0.0659591186031443,"EAC"
"184","240",20.97,1.119564586,124,0.336713801,73.64,0.382645391,67,-0.191012637,26,-0.636451412,147,-1.997199648,17,-0.903974275,30,-1.519325758,-0.0270262142645028,-1.09059708687951,-1.3278342888361,-0.428728671120493,"EPC"
"186","242",20.1,0.249564586,120,0.120982804,68,0.051303916,62,-0.95661663,30,0.667255005,131,-2.269813349,21,0.053831952,33,-0.922856738,-0.0292687262801776,-1.20881517120499,-1.47176831159902,0.285958433204986,"EPC"
"187","243",18.66,-1.190435414,125.33,0.408444357,70.67,0.206837223,68,-0.017208171,28,-0.06006099,196,-0.180246438,24,0.919173977,40,0.62731058,0.134503104728507,0.00557804929333998,0.00679144040228741,0.621732530706661,"UGC"
"188","244",19.33,-0.520435414,62.67,-2.970981707,40,-1.42003334,58,-1.456231828,17,-1.94064961,164,-1.56479225,13,-1.64421882,25,-2.419477502,-1.94697412124557,-1.53774485237525,-1.87224995099536,-0.881732649624756,"EPC"
"189","245",24.03,4.179564586,114.67,-0.166478749,83.18,0.96652674,76,1.654750487,31,1.09549979,218,1.378008433,19,-0.452727525,44,1.609702791,0.887574566954767,0.97543750821388,1.18762408740047,0.634265282786122,"UGC"
"191","247",18.11,-1.740435414,138.67,1.127907231,82.33,0.913352048,75,1.41646007,31,1.09549979,209,0.668454285,21,0.053831952,40,0.62731058,1.13830478470926,0.575347151562254,0.700502215733396,0.0519634284377478,"EAC"
"192","248",23.55,3.699564586,118.67,0.049252248,64,-0.177123521,60,-1.21811453,23,-1.268890484,195,-0.237709099,15,-1.30080831,35,-0.502320313,-0.653719071752419,-0.53430910472542,-0.650537176952072,0.0319887917254207,"EAC"
"195","251",16.27,-3.580435414,112,-0.31047919,61.33,-0.326455533,68,-0.017208171,28,-0.06006099,212,0.893139414,24,0.919173977,44,1.609702791,-0.178550971020902,0.566898965721981,0.690216298989123,1.04280382527802,"UGC"
"198","254",24.48,4.629564586,84,-1.820596167,41.33,-1.357471503,58,-1.456231828,25,-0.875491098,190,-0.509606741,16,-1.109133369,34,-0.714855583,-1.37744764900699,-0.867118582102774,-1.05574258326422,0.152262999102773,"EPC"
"201","258",22.31,2.459564586,130.67,0.696445238,80,0.768728188,74,1.18696091,31,1.09549979,218,1.378008433,21,0.053831952,42,1.109884717,0.936908531459025,1.0315726945124,1.25597034109416,0.0783120224876048,"EAC"
"203","261",24.88,5.029564586,109.33,-0.45447963,53.33,-0.758110338,69,0.163943594,29,0.283170289,206,0.45503442,20,-0.20641511,35,-0.502320313,-0.191369021274048,0.189005183804506,0.230119415176266,-0.691325496804505,"UPC"
"204","262",18.26,-1.590435414,125.33,0.408444357,53.33,-0.758110338,65,-0.517363198,26,-0.636451412,205,0.386326069,20,-0.20641511,37,-0.063771287,-0.375870147757956,0.0262795828167232,0.0319961712552975,-0.090050869816723,"EAC"
"205","263",16.51,-3.340435414,108,-0.526210186,45.33,-1.164505084,63,-0.816650502,30,0.667255005,178,-1.06546898,18,-0.685210621,38,0.162183131,-0.46002769177605,-0.793847189553666,-0.966532490381998,0.956030320553666,"UGC"
"206","264",16.51,-3.340435414,101.33,-0.885941623,56,-0.616746975,62,-0.95661663,24,-1.085442292,169,-1.403060569,21,0.053831952,35,-0.502320313,-0.886186880005827,-1.06695155514803,-1.29904515287692,0.564631242148034,"EPC"
"207","265",18.85,-1.000435414,120,0.120982804,88.5,1.304277502,73,0.966039424,30,0.667255005,201,0.123249075,25,1.236134677,29,-1.708854315,0.764638683710693,0.364757908667439,0.444103568661789,-2.07361222366744,"UPC"
"208","266",24.96,5.109564586,89.33,-1.533134614,50.67,-0.896150701,62,-0.95661663,28,-0.06006099,164,-1.56479225,21,0.053831952,36,-0.285282158,-0.861490733770328,-0.906119535549026,-1.10322740044036,0.620837377549026,"EPC"
"209","267",17.41,-2.440435414,126.67,0.480714241,58.67,-0.472652869,65,-0.517363198,24,-1.085442292,206,0.45503442,22,0.328114835,35,-0.502320313,-0.39868602950308,0.149501017908865,0.182021921923044,-0.651821330908865,"UPC"
"213","271",24.56,4.709564586,124,0.336713801,77.33,0.605078838,75,1.41646007,29,0.283170289,221,1.639068021,24,0.919173977,43,1.357650474,0.660355749469561,1.30034033987704,1.5832029181282,0.0573101341229582,"EAC"
"214","272",19.6,-0.250435414,125.33,0.408444357,77.33,0.605078838,68,-0.017208171,32,1.571361153,198,-0.062127169,20,-0.20641511,38,0.162183131,0.641919044204182,0.0802958454776747,0.0977625725954178,0.081887285522327,"EAC"
